date,home_team,away_team,market,selection,line,registry_market_key,registry_display_name,market_family,model_status,trained_directly,validation_status,betting_status,stake_allowed,default_tracking_action,model_probability,fair_odds,min_odds_ev5,min_odds_ev10,min_odds_ev15,source_model,model_confidence,registry_probability_source,fiabilidad_pct,fiabilidad_nivel,model_regime,poisson_weight,notes,registry_notes,next_step
2026-06-27,Colombia,Portugal,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5233,1.911,2.006,2.102,2.198,ensemble_btts,high,xgb_btts + poisson_goals ensemble,78.3,ALTA,xgb_lean,0.3044,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Colombia,Portugal,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4767,2.098,2.203,2.308,2.412,ensemble_btts,high,xgb_btts + poisson_goals ensemble,78.3,ALTA,xgb_lean,0.3044,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-18,Mexico,South Korea,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.537,1.862,1.955,2.048,2.142,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.9,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-18,Mexico,South Korea,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.463,2.16,2.268,2.376,2.484,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.9,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-18,Switzerland,Bosnia and Herzegovina,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5446,1.836,1.928,2.02,2.112,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.5,ALTA,blend,0.3958,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-18,Switzerland,Bosnia and Herzegovina,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4554,2.196,2.306,2.415,2.525,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.5,ALTA,blend,0.3958,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Panama,Croatia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5315,1.881,1.976,2.07,2.164,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.1,ALTA,blend,0.626,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Panama,Croatia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4685,2.134,2.241,2.348,2.455,ensemble_btts,high,xgb_btts + poisson_goals ensemble,73.1,ALTA,blend,0.626,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-19,United States,Australia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5143,1.944,2.042,2.139,2.236,ensemble_btts,high,xgb_btts + poisson_goals ensemble,72.2,ALTA,xgb_lean,0.3109,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-19,United States,Australia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4857,2.059,2.162,2.265,2.368,ensemble_btts,high,xgb_btts + poisson_goals ensemble,72.2,ALTA,xgb_lean,0.3109,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Algeria,Austria,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5025,1.99,2.09,2.189,2.289,ensemble_btts,high,xgb_btts + poisson_goals ensemble,71.9,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Algeria,Austria,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4975,2.01,2.111,2.211,2.312,ensemble_btts,high,xgb_btts + poisson_goals ensemble,71.9,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Turkey,United States,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5132,1.949,2.046,2.143,2.241,ensemble_btts,high,xgb_btts + poisson_goals ensemble,71.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Turkey,United States,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4868,2.054,2.157,2.26,2.362,ensemble_btts,high,xgb_btts + poisson_goals ensemble,71.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Czech Republic,Mexico,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5119,1.954,2.051,2.149,2.247,ensemble_btts,high,xgb_btts + poisson_goals ensemble,70.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Czech Republic,Mexico,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4881,2.049,2.151,2.254,2.356,ensemble_btts,high,xgb_btts + poisson_goals ensemble,70.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-13,Australia,Turkey,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.534,1.873,1.966,2.06,2.154,ensemble_btts,high,xgb_btts + poisson_goals ensemble,69.3,ALTA,xgb_lean,0.3314,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-13,Australia,Turkey,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.466,2.146,2.253,2.361,2.468,ensemble_btts,high,xgb_btts + poisson_goals ensemble,69.3,ALTA,xgb_lean,0.3314,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-14,Germany,Curacao,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5228,1.913,2.008,2.104,2.2,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.7,ALTA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-14,Germany,Curacao,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4772,2.096,2.2,2.305,2.41,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.7,ALTA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-11,South Korea,Czech Republic,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5011,1.996,2.095,2.195,2.295,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-11,South Korea,Czech Republic,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4989,2.004,2.105,2.205,2.305,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.6,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-21,Belgium,Iran,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5428,1.842,1.934,2.027,2.119,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.0,ALTA,blend,0.6071,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-21,Belgium,Iran,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4572,2.187,2.297,2.406,2.515,ensemble_btts,high,xgb_btts + poisson_goals ensemble,67.0,ALTA,blend,0.6071,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-12,United States,Paraguay,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5034,1.986,2.086,2.185,2.284,ensemble_btts,high,xgb_btts + poisson_goals ensemble,66.4,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-12,United States,Paraguay,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4966,2.014,2.114,2.215,2.316,ensemble_btts,high,xgb_btts + poisson_goals ensemble,66.4,ALTA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Portugal,Uzbekistan,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5114,1.955,2.053,2.151,2.249,ensemble_btts,high,xgb_btts + poisson_goals ensemble,64.7,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-23,Portugal,Uzbekistan,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4886,2.047,2.149,2.251,2.354,ensemble_btts,high,xgb_btts + poisson_goals ensemble,64.7,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Paraguay,Australia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5203,1.922,2.018,2.114,2.21,ensemble_btts,high,xgb_btts + poisson_goals ensemble,64.2,MEDIA,xgb_lean,0.3171,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-25,Paraguay,Australia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4797,2.085,2.189,2.293,2.397,ensemble_btts,high,xgb_btts + poisson_goals ensemble,64.2,MEDIA,xgb_lean,0.3171,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Ecuador,Curacao,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5536,1.806,1.897,1.987,2.077,ensemble_btts,high,xgb_btts + poisson_goals ensemble,63.7,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-20,Ecuador,Curacao,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4464,2.24,2.352,2.464,2.576,ensemble_btts,high,xgb_btts + poisson_goals ensemble,63.7,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-19,Turkey,Paraguay,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5131,1.949,2.046,2.144,2.241,ensemble_btts,high,xgb_btts + poisson_goals ensemble,63.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-19,Turkey,Paraguay,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4869,2.054,2.157,2.259,2.362,ensemble_btts,high,xgb_btts + poisson_goals ensemble,63.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-18,Canada,Qatar,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.6285,1.591,1.671,1.75,1.83,ensemble_btts,high,xgb_btts + poisson_goals ensemble,63.1,MEDIA,blend,0.6033,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Jordan,Argentina,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5591,1.789,1.878,1.967,2.057,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.2,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-13,Brazil,Morocco,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5015,1.994,2.094,2.193,2.293,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.2,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-13,Brazil,Morocco,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4985,2.006,2.106,2.207,2.307,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.2,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-27,Jordan,Argentina,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4409,2.268,2.381,2.495,2.608,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.2,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Ghana,Panama,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5073,1.971,2.07,2.168,2.267,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.1,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Ghana,Panama,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4927,2.03,2.131,2.233,2.334,ensemble_btts,high,xgb_btts + poisson_goals ensemble,62.1,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Bosnia and Herzegovina,Qatar,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.543,1.842,1.934,2.026,2.118,ensemble_btts,high,xgb_btts + poisson_goals ensemble,61.6,MEDIA,xgb_lean,0.3374,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-16,Austria,Jordan,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5316,1.881,1.975,2.069,2.163,ensemble_btts,high,xgb_btts + poisson_goals ensemble,61.6,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-16,Austria,Jordan,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4684,2.135,2.242,2.348,2.455,ensemble_btts,high,xgb_btts + poisson_goals ensemble,61.6,MEDIA,poisson_lean,0.8,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Bosnia and Herzegovina,Qatar,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.457,2.188,2.298,2.407,2.516,ensemble_btts,high,xgb_btts + poisson_goals ensemble,61.6,MEDIA,xgb_lean,0.3374,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-22,Argentina,Austria,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5007,1.997,2.097,2.197,2.297,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,61.0,MEDIA,blend,0.3796,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-22,Argentina,Austria,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4993,2.003,2.103,2.203,2.303,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,61.0,MEDIA,blend,0.3796,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Uzbekistan,Colombia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5361,1.865,1.959,2.052,2.145,ensemble_btts,high,xgb_btts + poisson_goals ensemble,60.4,MEDIA,blend,0.5098,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-17,Uzbekistan,Colombia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4639,2.156,2.263,2.371,2.479,ensemble_btts,high,xgb_btts + poisson_goals ensemble,60.4,MEDIA,blend,0.5098,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-15,Iran,New Zealand,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5608,1.783,1.872,1.961,2.051,ensemble_btts,medium,xgb_btts + poisson_goals ensemble,59.6,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-14,Sweden,Tunisia,btts,Yes,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5218,1.916,2.012,2.108,2.204,ensemble_btts,high,xgb_btts + poisson_goals ensemble,59.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-14,Sweden,Tunisia,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.4782,2.091,2.196,2.3,2.405,ensemble_btts,high,xgb_btts + poisson_goals ensemble,59.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
2026-06-24,Switzerland,Canada,btts,No,,btts,Both teams to score,goals,trained_direct,True,paper_tracking,paper_only,False,paper_track,0.5142,1.945,2.042,2.139,2.236,ensemble_btts,high,xgb_btts + poisson_goals ensemble,57.5,MEDIA,xgb_lean,0.25,,"Direct model exists and ECE is acceptable, but repo has no BTTS odds rows for EV/backtest yet.","Collect BTTS odds, rerun multi_market_ev, then run a dedicated BTTS backtest before staking."
